generation,rank_1,rank_2,swapAccepted
36100000,2,3,0
36101000,3,4,1
36102000,2,3,0
36103000,3,4,1
36104000,1,3,0
36105000,3,4,1
36106000,2,4,0
36107000,1,2,1
36108000,2,3,0
36109000,2,3,0
36110000,1,2,1
36111000,3,4,1
36112000,2,4,0
36113000,3,4,1
36114000,2,4,0
36115000,2,4,0
36116000,2,4,0
36117000,1,2,1
36118000,1,4,0
36119000,1,4,0
36120000,1,2,1
36121000,1,3,0
36122000,1,3,0
36123000,1,2,1
36124000,1,3,0
36125000,2,3,0
36126000,3,4,1
36127000,1,4,0
36128000,2,3,0
36129000,2,4,0
36130000,3,4,1
36131000,1,3,0
36132000,2,4,0
36133000,1,2,1
36134000,1,2,1
36135000,2,4,0
36136000,3,4,1
36137000,2,4,0
36138000,3,4,0
36139000,2,3,0
36140000,3,4,1
36141000,1,3,0
36142000,1,4,0
36143000,1,3,0
36144000,1,3,0
36145000,2,4,0
36146000,1,2,1
36147000,1,4,0
36148000,1,2,1
36149000,2,4,0
36150000,2,3,0
36151000,2,3,0
36152000,1,2,1
36153000,1,4,0
36154000,2,4,0
36155000,1,2,1
36156000,3,4,1
36157000,1,2,1
36158000,1,2,1
36159000,1,4,0
36160000,1,2,1
36161000,2,4,0
36162000,1,3,0
36163000,1,2,1
36164000,2,3,0
36165000,3,4,0
36166000,3,4,1
36167000,1,2,1
36168000,1,3,0
36169000,1,4,0
36170000,1,3,0
36171000,1,4,0
36172000,2,3,0
36173000,2,3,0
36174000,3,4,1
36175000,1,3,0
36176000,1,2,1
36177000,1,3,0
36178000,1,2,1
36179000,3,4,0
36180000,3,4,1
36181000,1,2,1
36182000,1,2,1
36183000,2,4,0
36184000,1,4,0
36185000,1,3,0
36186000,2,4,0
36187000,1,2,1
36188000,1,2,1
36189000,1,3,0
36190000,2,4,0
36191000,1,4,0
36192000,1,3,0
36193000,1,2,1
36194000,3,4,1
36195000,2,3,0
36196000,1,2,1
36197000,1,3,0
36198000,1,2,1
36199000,2,3,1
36200000,1,3,1
36201000,3,4,0
36202000,1,2,0
36203000,1,4,0
36204000,3,4,0
36205000,2,4,0
36206000,2,3,1
36207000,1,3,0
36208000,1,2,1
36209000,1,3,0
36210000,2,4,0
36211000,1,4,0
36212000,2,4,0
36213000,2,3,1
36214000,1,4,0
36215000,2,3,1
36216000,1,3,0
36217000,1,4,0
36218000,2,4,0
36219000,1,3,0
36220000,2,4,0
36221000,2,3,0
36222000,1,2,0
36223000,1,2,1
36224000,1,4,0
36225000,2,3,1
36226000,2,4,0
36227000,1,4,0
36228000,2,4,0
36229000,1,4,0
36230000,3,4,0
36231000,2,4,0
36232000,1,4,0
36233000,2,3,1
36234000,1,2,1
36235000,2,3,1
36236000,2,4,0
36237000,1,3,1
36238000,1,2,0
36239000,2,4,0
36240000,2,4,0
36241000,1,2,0
36242000,2,4,0
36243000,1,2,0
36244000,1,3,1
36245000,1,2,0
36246000,1,3,1
36247000,2,4,0
36248000,2,4,0
36249000,2,3,1
36250000,1,2,1
36251000,1,3,0
36252000,2,4,0
36253000,3,4,0
36254000,1,4,0
36255000,1,4,0
36256000,1,3,0
36257000,1,3,0
36258000,1,3,0
36259000,3,4,1
36260000,2,4,0
36261000,3,4,1
36262000,1,3,0
36263000,2,3,0
36264000,3,4,0
36265000,1,4,0
36266000,2,4,0
36267000,1,3,0
36268000,1,4,0
36269000,1,4,0
36270000,2,4,0
36271000,1,2,0
36272000,1,3,0
36273000,2,3,0
36274000,1,3,0
36275000,2,4,0
36276000,3,4,1
36277000,1,3,0
36278000,3,4,1
36279000,1,2,1
36280000,3,4,1
36281000,3,4,1
36282000,1,2,1
36283000,1,4,0
36284000,2,3,0
36285000,1,2,0
36286000,1,2,1
36287000,1,3,0
36288000,2,4,0
36289000,3,4,1
36290000,3,4,1
36291000,2,4,0
36292000,1,4,0
36293000,2,3,0
36294000,1,4,0
36295000,2,3,0
36296000,2,4,0
36297000,1,2,1
36298000,3,4,0
36299000,2,3,0
36300000,2,3,0
36301000,3,4,0
36302000,1,3,0
36303000,3,4,0
36304000,1,3,0
36305000,2,4,0
36306000,1,3,0
36307000,2,3,0
36308000,1,2,1
36309000,1,4,0
36310000,1,3,0
36311000,2,3,0
36312000,1,3,0
36313000,2,4,0
36314000,1,2,1
36315000,1,3,0
36316000,1,4,0
36317000,3,4,1
36318000,1,4,0
36319000,3,4,1
36320000,2,3,0
36321000,1,2,1
36322000,2,3,0
36323000,1,4,0
36324000,1,3,0
36325000,1,2,1
36326000,1,2,1
36327000,1,2,1
36328000,1,2,0
36329000,1,3,0
36330000,1,2,0
36331000,1,3,0
36332000,2,3,0
36333000,3,4,0
36334000,1,4,0
36335000,1,4,0
36336000,1,4,0
36337000,1,2,0
36338000,1,4,0
36339000,2,3,0
36340000,2,4,0
36341000,3,4,0
36342000,3,4,1
36343000,3,4,1
36344000,1,2,1
36345000,1,2,1
36346000,1,3,0
36347000,3,4,1
36348000,3,4,1
36349000,3,4,0
36350000,1,2,0
36351000,1,4,0
36352000,1,3,0
36353000,1,2,1
36354000,1,4,0
36355000,2,3,0
36356000,1,3,0
36357000,2,4,0
36358000,3,4,0
36359000,2,4,0
36360000,1,2,1
36361000,1,4,0
36362000,2,4,0
36363000,2,3,0
36364000,3,4,0
36365000,1,4,0
36366000,1,3,0
36367000,2,4,0
36368000,1,2,1
36369000,1,4,0
36370000,2,4,0
36371000,1,4,0
36372000,2,3,0
36373000,1,2,1
36374000,2,4,0
36375000,3,4,1
36376000,2,3,1
36377000,1,3,0
36378000,3,4,1
36379000,1,4,1
36380000,1,3,0
36381000,2,4,1
36382000,1,4,0
36383000,1,3,0
36384000,2,4,0
36385000,1,3,0
36386000,2,4,0
36387000,2,3,0
36388000,1,2,1
36389000,1,4,0
36390000,1,4,0
36391000,1,4,0
36392000,2,4,0
36393000,2,4,0
36394000,2,3,0
36395000,1,4,0
36396000,2,3,0
36397000,2,4,0
36398000,2,3,0
36399000,3,4,0
36400000,1,2,1
36401000,2,4,0
36402000,1,2,1
36403000,1,4,0
36404000,2,4,0
36405000,1,3,0
36406000,2,3,0
36407000,2,4,0
36408000,1,2,1
36409000,2,4,0
36410000,3,4,1
36411000,2,4,0
36412000,1,4,0
36413000,1,4,0
36414000,1,2,1
36415000,1,2,1
36416000,1,3,0
36417000,2,4,0
36418000,1,2,1
36419000,2,3,0
36420000,2,3,0
36421000,1,4,0
36422000,2,4,0
36423000,2,3,1
36424000,1,2,0
36425000,2,4,1
36426000,1,3,1
36427000,3,4,0
36428000,2,4,0
36429000,1,2,0
36430000,2,4,0
36431000,2,4,0
36432000,2,3,1
36433000,2,4,0
36434000,3,4,1
36435000,1,2,1
36436000,1,4,0
36437000,1,2,1
36438000,1,2,1
36439000,3,4,1
36440000,2,4,0
36441000,1,4,0
36442000,1,3,0
36443000,2,3,0
36444000,1,2,0
36445000,1,3,0
36446000,2,4,0
36447000,1,3,0
36448000,3,4,0
36449000,2,3,0
36450000,1,4,0
36451000,1,3,0
36452000,1,3,0
36453000,1,3,0
36454000,1,2,1
36455000,2,4,0
36456000,1,3,0
36457000,1,3,0
36458000,2,3,0
36459000,1,2,1
36460000,1,3,0
36461000,2,3,0
36462000,1,2,0
36463000,2,3,0
36464000,1,4,0
36465000,2,3,0
36466000,3,4,0
36467000,1,4,0
36468000,1,4,0
36469000,3,4,0
36470000,1,2,1
36471000,1,4,0
36472000,1,2,1
36473000,2,4,0
36474000,3,4,0
36475000,2,4,0
36476000,1,4,0
36477000,2,3,0
36478000,1,4,0
36479000,1,3,0
36480000,1,3,0
36481000,3,4,0
36482000,1,3,0
36483000,3,4,0
36484000,3,4,0
36485000,1,4,0
36486000,1,3,0
36487000,3,4,0
36488000,1,3,0
36489000,2,3,0
36490000,2,3,0
36491000,3,4,1
36492000,1,4,0
36493000,1,2,1
36494000,2,4,0
36495000,2,3,0
36496000,3,4,1
36497000,1,2,1
36498000,3,4,0
36499000,1,2,0
36500000,2,3,0
36501000,2,3,0
36502000,1,3,0
36503000,1,2,0
36504000,1,3,0
36505000,2,3,0
36506000,1,4,0
36507000,1,2,0
36508000,1,4,0
36509000,2,4,0
36510000,1,2,1
36511000,2,4,0
36512000,3,4,1
36513000,1,3,0
36514000,1,3,0
36515000,1,4,0
36516000,2,3,0
36517000,2,4,0
36518000,1,3,0
36519000,2,3,0
36520000,1,4,0
36521000,3,4,1
36522000,1,3,0
36523000,2,4,0
36524000,1,2,1
36525000,2,4,0
36526000,2,4,0
36527000,1,4,0
36528000,2,3,0
36529000,1,2,1
36530000,1,4,0
36531000,2,4,0
36532000,1,4,0
36533000,2,4,0
36534000,1,3,0
36535000,2,3,0
36536000,1,3,0
36537000,1,3,0
36538000,1,3,0
36539000,1,4,0
36540000,2,4,0
36541000,2,3,0
36542000,2,3,0
36543000,2,4,0
36544000,3,4,0
36545000,2,4,0
36546000,2,3,0
36547000,1,2,1
36548000,1,2,1
36549000,2,3,0
36550000,1,2,1
36551000,2,4,0
36552000,1,2,1
36553000,2,3,0
36554000,1,3,0
36555000,2,4,0
36556000,2,4,0
36557000,1,3,0
36558000,2,4,0
36559000,1,3,0
36560000,3,4,1
36561000,1,2,1
36562000,2,3,0
36563000,1,3,0
36564000,2,4,0
36565000,2,3,0
36566000,3,4,1
36567000,1,4,0
36568000,3,4,0
36569000,3,4,1
36570000,3,4,1
36571000,2,4,0
36572000,1,4,0
36573000,3,4,1
36574000,1,4,0
36575000,1,4,0
36576000,1,4,0
36577000,1,4,0
36578000,1,4,0
36579000,1,3,0
36580000,3,4,1
36581000,3,4,0
36582000,1,3,0
36583000,1,3,0
36584000,1,2,0
36585000,3,4,0
36586000,3,4,0
36587000,2,3,0
36588000,1,4,0
36589000,2,4,0
36590000,2,3,0
36591000,2,3,1
36592000,1,3,1
36593000,3,4,0
36594000,3,4,0
36595000,1,4,0
36596000,3,4,0
36597000,2,3,1
36598000,1,3,0
36599000,1,3,0
36600000,3,4,1
36601000,1,4,0
36602000,2,3,0
36603000,1,3,0
36604000,2,3,0
36605000,2,3,0
36606000,2,3,0
36607000,3,4,1
36608000,2,4,0
36609000,1,3,0
36610000,2,4,0
36611000,1,2,1
36612000,2,3,0
36613000,1,2,1
36614000,2,4,0
36615000,1,2,1
36616000,2,3,0
36617000,1,3,0
36618000,2,3,1
36619000,1,4,0
36620000,1,2,0
36621000,1,3,1
36622000,1,4,0
36623000,1,3,1
36624000,1,2,0
36625000,1,3,1
36626000,1,2,0
36627000,1,3,1
36628000,3,4,0
36629000,1,4,0
36630000,1,2,0
36631000,2,4,0
36632000,2,3,1
36633000,2,3,0
36634000,1,2,1
36635000,2,3,0
36636000,3,4,1
36637000,1,2,1
36638000,3,4,1
36639000,2,4,0
36640000,1,4,0
36641000,3,4,0
36642000,1,4,0
36643000,1,4,0
36644000,1,4,0
36645000,2,3,0
36646000,1,4,0
36647000,3,4,0
36648000,2,3,0
36649000,1,2,1
36650000,1,2,1
36651000,1,3,0
36652000,1,3,0
36653000,2,4,0
36654000,1,2,0
36655000,1,3,0
36656000,2,4,0
36657000,2,4,0
36658000,1,4,0
36659000,2,4,0
36660000,2,4,0
36661000,1,3,0
36662000,1,4,0
36663000,1,3,0
36664000,2,3,0
36665000,1,2,1
36666000,1,3,0
36667000,2,4,0
36668000,3,4,0
36669000,2,3,0
36670000,1,4,0
36671000,1,2,1
36672000,2,3,0
36673000,2,3,0
36674000,2,3,0
36675000,2,4,0
36676000,1,2,1
36677000,1,3,0
36678000,1,3,0
36679000,2,4,0
36680000,1,4,0
36681000,1,4,0
36682000,2,4,0
36683000,2,4,0
36684000,3,4,0
36685000,3,4,1
36686000,2,3,0
36687000,1,3,0
36688000,2,3,0
36689000,1,3,0
36690000,1,2,1
36691000,1,3,0
36692000,1,2,1
36693000,2,3,0
36694000,2,4,0
36695000,3,4,1
36696000,3,4,0
36697000,3,4,1
36698000,1,4,0
36699000,1,2,1
36700000,3,4,1
36701000,1,3,0
36702000,1,4,0
36703000,2,4,0
36704000,1,4,0
36705000,1,2,1
36706000,2,3,0
36707000,1,3,0
36708000,1,4,0
36709000,3,4,0
36710000,2,4,0
36711000,3,4,1
36712000,1,3,0
36713000,2,3,0
36714000,3,4,1
36715000,2,3,0
36716000,1,4,0
36717000,3,4,1
36718000,1,2,1
36719000,1,4,0
36720000,1,3,0
36721000,2,4,0
36722000,1,2,0
36723000,3,4,1
36724000,2,3,0
36725000,2,4,0
36726000,3,4,0
36727000,1,2,1
36728000,2,3,0
36729000,3,4,1
36730000,1,2,1
36731000,1,4,0
36732000,2,3,0
36733000,3,4,1
36734000,2,3,0
36735000,2,4,0
36736000,1,3,0
36737000,1,3,0
36738000,3,4,0
36739000,1,2,0
36740000,1,3,0
36741000,1,2,1
36742000,1,2,1
36743000,2,4,0
36744000,2,3,0
36745000,2,4,0
36746000,2,4,0
36747000,2,4,0
36748000,2,3,0
36749000,1,2,1
36750000,1,4,0
36751000,1,4,0
36752000,2,4,0
36753000,3,4,0
36754000,2,3,0
36755000,1,3,0
36756000,3,4,0
36757000,3,4,1
36758000,1,3,0
36759000,3,4,1
36760000,1,4,0
36761000,3,4,0
36762000,2,4,0
36763000,2,3,0
36764000,2,4,0
36765000,1,3,0
36766000,2,4,0
36767000,2,4,0
36768000,1,3,0
36769000,3,4,1
36770000,2,4,0
36771000,1,2,1
36772000,2,4,0
36773000,2,4,0
36774000,1,2,1
36775000,1,2,1
36776000,2,3,0
36777000,2,4,0
36778000,1,3,0
36779000,2,3,0
36780000,1,2,1
36781000,3,4,1
36782000,2,3,0
36783000,2,3,0
36784000,1,2,1
36785000,3,4,0
36786000,2,4,0
36787000,1,2,1
36788000,1,4,0
36789000,2,3,0
36790000,1,3,0
36791000,2,4,0
36792000,1,2,1
36793000,3,4,0
36794000,1,3,0
36795000,2,4,0
36796000,1,4,0
36797000,1,3,0
36798000,2,4,0
36799000,2,3,1
36800000,1,3,1
36801000,2,4,0
36802000,2,3,1
36803000,1,3,0
36804000,1,3,0
36805000,1,3,0
36806000,1,2,1
36807000,3,4,1
36808000,3,4,1
36809000,1,4,0
36810000,2,3,0
36811000,2,3,0
36812000,1,2,0
36813000,2,3,0
36814000,2,3,0
36815000,1,2,1
36816000,2,3,0
36817000,2,4,0
36818000,3,4,0
36819000,2,3,0
36820000,3,4,1
36821000,1,3,0
36822000,3,4,1
36823000,3,4,0
36824000,1,2,1
36825000,1,2,0
36826000,2,3,0
36827000,2,3,0
36828000,3,4,0
36829000,2,3,1
36830000,2,4,0
36831000,3,4,0
36832000,3,4,0
36833000,1,4,0
36834000,3,4,0
36835000,3,4,0
36836000,3,4,1
36837000,1,3,0
36838000,2,3,0
36839000,1,2,0
36840000,3,4,1
36841000,1,4,0
36842000,1,2,0
36843000,1,3,1
36844000,3,4,0
36845000,1,4,0
36846000,1,3,1
36847000,1,4,0
36848000,1,4,0
36849000,2,3,1
36850000,2,3,0
36851000,3,4,0
36852000,2,3,0
36853000,1,4,0
36854000,3,4,0
36855000,1,2,1
36856000,1,2,1
36857000,1,4,0
36858000,1,4,0
36859000,1,3,0
36860000,2,4,0
36861000,2,4,0
36862000,3,4,0
36863000,1,3,0
36864000,3,4,0
36865000,2,4,0
36866000,1,4,0
36867000,1,3,0
36868000,1,4,0
36869000,1,2,1
36870000,2,4,0
36871000,1,3,0
36872000,1,2,1
36873000,1,2,0
36874000,3,4,0
36875000,1,4,0
36876000,3,4,0
36877000,3,4,0
36878000,1,2,1
36879000,1,2,1
36880000,1,4,0
36881000,2,4,0
36882000,1,4,0
36883000,1,3,0
36884000,2,4,0
36885000,2,3,1
36886000,3,4,0
36887000,1,3,0
36888000,1,2,0
36889000,2,4,0
36890000,1,3,0
36891000,1,3,0
36892000,1,2,0
36893000,2,3,1
36894000,1,4,0
36895000,1,3,0
36896000,2,3,0
36897000,1,2,1
36898000,2,4,0
36899000,2,4,0
36900000,1,2,1
36901000,2,3,0
36902000,1,4,0
36903000,1,4,0
36904000,1,2,1
36905000,1,2,1
36906000,1,4,0
36907000,1,2,1
36908000,2,3,0
36909000,1,3,0
36910000,1,4,0
36911000,1,2,1
36912000,3,4,0
36913000,2,4,0
36914000,2,3,0
36915000,1,3,0
36916000,1,2,1
36917000,2,3,0
36918000,1,3,0
36919000,1,3,0
36920000,3,4,1
36921000,1,4,0
36922000,2,3,0
36923000,3,4,1
36924000,1,4,0
36925000,2,4,0
36926000,2,4,0
36927000,1,4,0
36928000,3,4,1
36929000,2,3,0
36930000,2,3,0
36931000,3,4,1
36932000,3,4,0
36933000,2,4,0
36934000,1,4,0
36935000,2,3,0
36936000,2,3,0
36937000,3,4,0
36938000,3,4,0
36939000,1,4,0
36940000,1,4,0
36941000,1,2,1
36942000,1,3,0
36943000,1,3,0
36944000,2,3,0
36945000,3,4,0
36946000,1,2,0
36947000,1,2,1
36948000,1,2,1
36949000,1,3,1
36950000,3,4,0
36951000,2,3,1
36952000,1,3,1
36953000,3,4,0
36954000,1,3,0
36955000,3,4,0
36956000,2,3,0
36957000,2,4,0
36958000,2,4,0
36959000,1,2,1
36960000,3,4,0
36961000,1,3,0
36962000,3,4,0
36963000,3,4,1
36964000,3,4,1
36965000,1,4,0
36966000,2,3,0
36967000,2,3,0
36968000,2,3,0
36969000,1,4,0
36970000,1,3,1
36971000,2,4,0
36972000,1,3,1
36973000,1,3,0
36974000,3,4,0
36975000,3,4,1
36976000,1,3,0
36977000,1,4,0
36978000,1,4,0
36979000,1,2,0
36980000,2,3,0
36981000,1,3,0
36982000,1,4,0
36983000,1,4,0
36984000,3,4,1
36985000,1,2,1
36986000,1,2,1
36987000,1,3,0
36988000,1,2,1
36989000,1,2,1
36990000,1,4,0
36991000,2,3,0
36992000,1,2,1
36993000,1,3,0
36994000,3,4,1
36995000,2,3,0
36996000,2,4,0
36997000,1,2,1
36998000,2,4,0
36999000,1,2,0
37000000,2,3,0
37001000,1,4,0
37002000,3,4,1
37003000,1,3,0
37004000,1,3,0
37005000,2,4,0
37006000,3,4,1
37007000,3,4,1
37008000,2,4,0
37009000,1,3,0
37010000,2,3,0
37011000,1,4,0
37012000,1,2,0
37013000,2,4,0
37014000,2,3,0
37015000,3,4,1
37016000,3,4,1
37017000,2,4,0
37018000,2,4,0
37019000,1,2,1
37020000,1,3,0
37021000,1,2,1
37022000,2,3,0
37023000,1,3,0
37024000,2,3,0
37025000,2,3,0
37026000,3,4,1
37027000,2,3,0
37028000,2,3,0
37029000,3,4,1
37030000,2,4,0
37031000,2,4,0
37032000,3,4,0
37033000,3,4,1
37034000,1,3,0
37035000,3,4,1
37036000,3,4,0
37037000,1,4,0
37038000,1,2,1
37039000,2,3,0
37040000,2,3,0
37041000,1,2,1
37042000,1,2,1
37043000,1,4,0
37044000,2,3,0
37045000,1,2,1
37046000,2,3,0
37047000,2,3,0
37048000,1,3,0
37049000,2,4,0
37050000,2,4,0
37051000,2,4,0
37052000,1,3,0
37053000,1,3,0
37054000,2,4,0
37055000,1,3,0
37056000,2,3,0
37057000,1,3,0
37058000,3,4,0
37059000,2,4,0
37060000,2,3,0
37061000,1,4,0
37062000,1,2,0
37063000,2,3,0
37064000,2,3,1
37065000,3,4,0
37066000,2,3,1
37067000,1,2,1
37068000,2,3,1
37069000,1,4,0
37070000,1,4,0
37071000,1,2,0
37072000,1,4,0
37073000,1,4,0
37074000,1,4,0
37075000,1,3,1
37076000,2,3,1
37077000,2,3,0
37078000,1,2,1
37079000,1,2,1
37080000,2,4,0
37081000,1,3,0
37082000,1,4,0
37083000,2,3,0
37084000,1,4,0
37085000,1,4,0
37086000,2,3,0
37087000,2,4,0
37088000,1,3,0
37089000,3,4,0
37090000,1,4,0
37091000,1,4,0
37092000,1,4,0
37093000,1,2,0
37094000,1,2,1
37095000,2,3,0
37096000,2,3,0
37097000,2,3,0
37098000,3,4,0
37099000,2,4,0
37100000,1,2,1
37101000,2,3,0
37102000,1,4,0
37103000,1,2,0
37104000,2,4,0
37105000,1,3,0
37106000,1,2,1
37107000,1,4,0
37108000,3,4,1
37109000,1,2,1
37110000,1,2,0
37111000,1,2,0
37112000,3,4,1
37113000,1,4,0
37114000,1,3,0
37115000,2,4,0
37116000,1,4,0
37117000,2,3,0
37118000,3,4,1
37119000,1,2,1
37120000,1,4,0
37121000,1,4,0
37122000,1,4,0
37123000,1,3,0
37124000,2,3,0
37125000,3,4,1
37126000,3,4,0
37127000,2,4,0
37128000,1,3,0
37129000,2,3,0
37130000,1,4,0
37131000,3,4,0
37132000,1,3,0
37133000,2,4,0
37134000,2,3,0
37135000,3,4,0
37136000,1,2,1
37137000,1,4,0
37138000,3,4,0
37139000,3,4,0
37140000,1,2,1
37141000,2,3,0
37142000,2,4,0
37143000,2,4,0
37144000,2,3,0
37145000,1,4,0
37146000,1,4,0
37147000,2,4,0
37148000,3,4,0
37149000,2,4,0
37150000,2,3,1
37151000,1,2,0
37152000,2,3,1
37153000,2,3,0
37154000,2,3,0
37155000,3,4,1
37156000,1,3,0
37157000,1,4,0
37158000,3,4,1
37159000,1,3,0
37160000,1,2,1
37161000,1,4,0
37162000,1,2,1
37163000,1,3,0
37164000,3,4,1
37165000,3,4,1
37166000,3,4,0
37167000,1,4,0
37168000,1,4,0
37169000,3,4,0
37170000,2,3,0
37171000,2,4,0
37172000,2,3,0
37173000,1,3,0
37174000,1,4,0
37175000,2,4,0
37176000,1,3,0
37177000,3,4,1
37178000,1,2,1
37179000,1,2,0
37180000,1,4,0
37181000,2,4,0
37182000,2,3,0
37183000,2,4,0
37184000,1,4,0
37185000,1,4,0
37186000,1,4,0
37187000,2,4,1
37188000,1,4,1
37189000,1,4,1
37190000,2,4,1
37191000,1,2,1
37192000,1,2,1
37193000,1,3,0
37194000,2,3,0
37195000,1,3,0
37196000,3,4,1
37197000,1,2,0
37198000,2,4,0
37199000,3,4,1
37200000,1,2,1
37201000,1,2,1
37202000,1,2,0
37203000,3,4,1
37204000,1,2,1
37205000,3,4,0
37206000,2,3,0
37207000,3,4,0
37208000,1,2,1
37209000,1,4,0
37210000,1,2,1
37211000,3,4,0
37212000,2,4,0
37213000,2,3,1
37214000,3,4,0
37215000,2,4,0
37216000,1,2,0
37217000,1,3,1
37218000,1,4,0
37219000,1,2,0
37220000,1,4,0
37221000,1,3,0
37222000,3,4,0
37223000,3,4,0
37224000,2,3,1
37225000,2,4,0
37226000,2,4,0
37227000,1,2,1
37228000,3,4,0
37229000,2,4,0
37230000,2,3,0
37231000,3,4,0
37232000,2,4,0
37233000,2,4,0
37234000,1,4,0
37235000,2,3,0
37236000,3,4,0
37237000,1,3,0
37238000,2,4,0
37239000,1,2,1
37240000,1,2,1
37241000,1,3,0
37242000,2,3,0
37243000,3,4,0
37244000,2,3,0
37245000,1,4,0
37246000,1,3,0
37247000,2,3,0
37248000,1,2,1
37249000,3,4,0
37250000,1,2,1
37251000,1,2,1
37252000,3,4,0
37253000,3,4,0
37254000,2,3,0
37255000,2,4,0
37256000,1,2,0
37257000,1,3,0
37258000,1,2,1
37259000,3,4,0
37260000,1,3,0
37261000,2,4,0
37262000,1,3,0
37263000,1,4,0
37264000,1,2,1
37265000,2,4,0
37266000,2,4,0
37267000,2,4,0
37268000,3,4,1
37269000,1,3,0
37270000,1,2,1
37271000,1,2,1
37272000,1,4,0
37273000,1,2,0
37274000,3,4,1
37275000,1,4,0
37276000,2,4,0
37277000,2,4,0
37278000,1,2,1
37279000,3,4,0
37280000,2,4,0
37281000,2,3,0
37282000,3,4,0
37283000,2,4,0
37284000,1,2,1
37285000,1,3,0
37286000,3,4,1
37287000,1,3,0
37288000,2,3,0
37289000,1,4,0
37290000,2,3,0
37291000,2,4,0
37292000,2,3,0
37293000,1,2,1
37294000,2,3,0
37295000,2,3,0
37296000,1,2,1
37297000,1,3,0
37298000,1,2,0
37299000,2,3,1
37300000,1,3,0
37301000,3,4,1
37302000,1,4,0
37303000,1,3,0
37304000,2,4,1
37305000,3,4,0
37306000,2,4,0
37307000,3,4,1
37308000,1,4,0
37309000,1,4,0
37310000,2,3,0
37311000,1,2,1
37312000,3,4,1
37313000,1,4,0
37314000,1,4,0
37315000,2,4,0
37316000,3,4,1
37317000,1,4,0
37318000,2,4,0
37319000,1,3,0
37320000,1,3,0
37321000,1,3,0
37322000,3,4,1
37323000,1,4,0
37324000,3,4,0
37325000,3,4,0
37326000,2,3,0
37327000,2,4,0
37328000,2,3,0
37329000,3,4,0
37330000,2,4,0
37331000,2,3,0
37332000,1,3,0
37333000,3,4,1
37334000,1,2,1
37335000,1,4,0
37336000,2,4,0
37337000,2,3,0
37338000,1,2,1
37339000,3,4,1
37340000,1,4,0
37341000,1,2,1
37342000,1,3,0
37343000,1,4,0
37344000,2,4,0
37345000,2,3,0
37346000,2,3,0
37347000,2,4,0
37348000,1,2,0
37349000,1,4,0
37350000,3,4,0
37351000,1,4,0
37352000,1,2,1
37353000,1,4,0
37354000,3,4,1
37355000,2,3,0
37356000,1,2,1
37357000,2,4,0
37358000,1,2,1
37359000,1,4,0
37360000,1,2,1
37361000,2,3,0
37362000,3,4,1
37363000,1,3,0
37364000,3,4,0
37365000,1,3,0
37366000,2,3,0
37367000,3,4,0
37368000,2,3,0
37369000,1,3,0
37370000,1,3,0
37371000,1,4,0
37372000,1,2,0
37373000,3,4,0
37374000,2,3,0
37375000,1,4,0
37376000,1,2,0
37377000,2,3,0
37378000,3,4,1
37379000,3,4,1
37380000,2,4,0
37381000,2,3,0
37382000,1,3,0
37383000,1,2,0
37384000,1,4,0
37385000,1,4,0
37386000,2,4,0
37387000,2,4,0
37388000,1,4,0
37389000,3,4,1
37390000,1,3,0
37391000,1,4,0
37392000,2,4,0
37393000,1,3,0
37394000,2,4,0
37395000,1,2,1
37396000,2,4,0
37397000,2,4,0
37398000,2,4,0
37399000,2,3,0
37400000,2,4,0
37401000,3,4,1
37402000,3,4,0
37403000,1,2,1
37404000,1,2,1
37405000,1,2,1
37406000,1,3,0
37407000,1,2,1
37408000,3,4,1
37409000,2,4,0
37410000,2,4,0
37411000,1,2,1
37412000,1,2,1
37413000,1,4,0
37414000,2,3,0
37415000,1,2,1
37416000,2,3,0
37417000,1,4,0
37418000,2,4,0
37419000,2,3,0
37420000,2,4,0
37421000,2,4,0
37422000,1,3,0
37423000,2,4,0
37424000,2,4,0
37425000,1,2,0
37426000,1,3,0
37427000,1,4,0
37428000,2,4,0
37429000,2,4,0
37430000,1,3,0
37431000,1,2,1
37432000,2,4,0
37433000,1,4,0
37434000,1,4,0
37435000,1,3,0
37436000,2,3,0
37437000,1,2,1
37438000,1,4,0
37439000,2,3,0
37440000,1,2,0
37441000,2,4,0
37442000,1,4,0
37443000,2,3,0
37444000,1,3,0
37445000,1,3,0
37446000,1,3,0
37447000,1,2,1
37448000,2,3,0
37449000,1,3,0
37450000,1,4,0
37451000,2,4,0
37452000,2,3,0
37453000,2,3,0
37454000,2,4,0
37455000,1,3,0
37456000,2,3,0
37457000,1,2,1
37458000,2,4,0
37459000,3,4,1
37460000,1,2,1
37461000,1,4,0
37462000,2,4,0
37463000,2,3,0
37464000,1,3,0
37465000,1,3,0
37466000,2,3,0
37467000,2,3,0
37468000,2,4,0
37469000,2,4,0
37470000,1,2,1
37471000,3,4,0
37472000,1,2,1
37473000,2,4,0
37474000,3,4,0
37475000,1,4,0
37476000,1,3,0
37477000,2,4,0
37478000,2,3,0
37479000,2,4,0
37480000,2,3,0
37481000,1,3,0
37482000,1,3,0
37483000,2,4,0
37484000,3,4,1
37485000,1,4,0
37486000,2,4,0
37487000,2,3,0
37488000,2,4,0
37489000,2,4,0
37490000,1,2,1
37491000,1,4,0
37492000,1,3,0
37493000,2,4,0
37494000,1,2,0
37495000,1,2,1
37496000,1,2,1
37497000,3,4,1
